,title,price,url,search_name,vintage,vivino_score,num_reviews,vivino_name,vivino_link,wine_type
110,Fairvalley Pinotage,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/fairvalley-pinotage,Fairvalley Pinotage,,3.5,531.0,Fairvalley Pinotage,https://www.vivino.com/US-NY/en/wines/4782477,red-wine
111,Ferreira Ruby,15.95,https://www.bestbuywinewarehouse.com/collections/all/products/ferreira-ruby,Ferreira Ruby,,3.8,6597.0,Ferreira Ruby Port,https://www.vivino.com/US-NY/en/wines/164942921,red-wine
112,Fitch Mountain Cabernet Sauvignon,22.5,https://www.bestbuywinewarehouse.com/collections/all/products/fitch-mountain-cabernet-sauvignon,Fitch Mountain Cabernet Sauvignon,,3.9,598.0,Fitch Mountain Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/2084682,red-wine
113,Fitch Mountain Cellars Cabernet Sauvignon,22.5,https://www.bestbuywinewarehouse.com/collections/all/products/73,Fitch Mountain Cabernet Sauvignon,,3.9,598.0,Fitch Mountain Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/2084682,red-wine
114,Font Destiac Saint Emilion,21.95,https://www.bestbuywinewarehouse.com/collections/all/products/font-destiac-saint-emilion,Font Destiac Saint Emilion,,3.4,239.0,Font Destiac Saint-Émilion,https://www.vivino.com/US-NY/en/wines/1761126,red-wine
115,Francis Coppola Merlot,18.0,https://www.bestbuywinewarehouse.com/collections/all/products/70,Francis Coppola Merlot,,4.1,22.0,Niebaum Coppola Francis Coppola Family Wines Merlot,https://www.vivino.com/US-NY/en/wines/4607927,red-wine
116,Frog's Leap Cabernet,63.95,https://www.bestbuywinewarehouse.com/collections/all/products/frogs-leap-cabernet,Frog's Leap Cabernet,,4.1,11280.0,Frog's Leap Cabernet Sauvignon (Estate Grown),https://www.vivino.com/US-NY/en/wines/1497081,red-wine
117,Frog’s Leap Cabernet Sauvigon,63.95,https://www.bestbuywinewarehouse.com/collections/all/products/79,Frog’s Leap Cabernet Sauvigon,,4.1,11280.0,Frog's Leap Cabernet Sauvignon (Estate Grown),https://www.vivino.com/US-NY/en/wines/1497081,red-wine
118,Giribaldi Barbaresco,44.0,https://www.bestbuywinewarehouse.com/collections/all/products/giribaldi-barbaresco,Giribaldi Barbaresco,,3.7,1328.0,Giribaldi Barbaresco,https://www.vivino.com/US-NY/en/wines/2057109,red-wine
119,Goats Do Roam Red,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/goats-do-roam-red,Goats Do Roam Red,,3.4,8841.0,Fairview Goats do Roam Red,https://www.vivino.com/US-NY/en/wines/1963381,red-wine
120,Gouguengeim Malbec,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/gouguengeim-malbec,Gouguengeim Malbec,,3.9,1304.0,Gouguenheim Malbec Bubbles Extra Brut Rosé,https://www.vivino.com/US-NY/en/wines/16517315,red-wine
121,Graham's 10yrs Tawny Porto,37.95,https://www.bestbuywinewarehouse.com/collections/all/products/grahams-10yrs-tawny-porto,Graham's 10yrs Tawny Porto,,4.0,4909.0,W. & J. Graham's The Tawny Port,https://www.vivino.com/US-NY/en/wines/1532245,red-wine
122,Graham's Ruby,18.95,https://www.bestbuywinewarehouse.com/collections/all/products/grahams-ruby,Graham's Ruby,,3.8,3149.0,W. & J. Graham's Fine Ruby Port,https://www.vivino.com/US-NY/en/wines/1505754,red-wine
123,Graham's Six Grapes,23.95,https://www.bestbuywinewarehouse.com/collections/all/products/grahams-six-grapes,Graham's Six Grapes,,3.9,10461.0,W. & J. Graham's Six Grapes Reserve Port,https://www.vivino.com/US-NY/en/wines/1469383,red-wine
124,Graham's Tawny,18.95,https://www.bestbuywinewarehouse.com/collections/all/products/grahams-tawny,Graham's Tawny,,4.0,4909.0,W. & J. Graham's The Tawny Port,https://www.vivino.com/US-NY/en/wines/1532245,red-wine
125,Grifo Castel del Monte Rose,13.95,https://www.bestbuywinewarehouse.com/collections/all/products/grifo-castel-del-monte-rose,Grifo Castel del Monte Rose,,2.9,16.0,Crifo Augustale Bombino Nero Rosé,https://www.vivino.com/US-NY/en/wines/156360648,red-wine
126,Groth Cabernet Sauvignon,71.0,https://www.bestbuywinewarehouse.com/collections/all/products/74,Groth Cabernet Sauvignon,,4.2,15812.0,Groth Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/1569038,red-wine
127,Hacienda Cabernet,16.5,https://www.bestbuywinewarehouse.com/collections/all/products/hacienda-cabernet,Hacienda Cabernet,,3.5,4896.0,Santa Rita Gran Hacienda Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/1473642,red-wine
128,Hahn Merlot,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/hahn-merlot,Hahn Merlot,,,,Hahn Merlot Trocken,https://www.vivino.com/US-NY/en/wines/165895761,red-wine
129,Halter Cabernat Sauvignon,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/halter-cabernat-sauvignon,Halter Cabernat Sauvignon,,4.2,2515.0,Halter Ranch Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/4739248,red-wine
130,Hob Nob Pinot Noir,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/hob-nob-pinot-noir,Hob Nob Pinot Noir,,3.5,7391.0,HobNob Pinot Noir,https://www.vivino.com/US-NY/en/wines/1482667,red-wine
131,J.Lohr Los Osos Merlot,16.95,https://www.bestbuywinewarehouse.com/collections/all/products/j-lohr-los-osos-merlot,J.Lohr Los Osos Merlot,,3.9,10671.0,J. Lohr Vineyards & Wines Los Osos Merlot,https://www.vivino.com/US-NY/en/wines/1504189,red-wine
132,Joel Gott Cabernet,20.95,https://www.bestbuywinewarehouse.com/collections/all/products/joel-gott-cabernet,Joel Gott Cabernet,,3.9,61271.0,Joel Gott Cabernet Sauvignon (815),https://www.vivino.com/US-NY/en/wines/1663305,red-wine
133,Josephine Dubois Piont Noir,13.5,https://www.bestbuywinewarehouse.com/collections/all/products/josephine-dubois-piont-noir,Josephine Dubois Piont Noir,,,,Joséphine Dubois Bourgogne Pinot Noir,https://www.vivino.com/US-NY/en/wines/171047420,red-wine
134,Juan Benegas,15.95,https://www.bestbuywinewarehouse.com/collections/all/products/84,Juan Benegas,,3.5,2357.0,Benegas Juan Benegas Malbec,https://www.vivino.com/US-NY/en/wines/1679592,red-wine
135,Kendal Jackson Cabernet,23.0,https://www.bestbuywinewarehouse.com/collections/all/products/kendal-jackson-cabernet,Kendal Jackson Cabernet,,,,Kendall-Jackson Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/169668682,red-wine
136,Kendall Jackson Vintner's Reserve Merlot,22.95,https://www.bestbuywinewarehouse.com/collections/all/products/kendall-jackson-vintners-reserve-merlot,Kendall Jackson Vintner's Reserve Merlot,,3.7,6666.0,Kendall-Jackson Vintner's Reserve Merlot,https://www.vivino.com/US-NY/en/wines/1964483,red-wine
137,Kermit Lynch Cotes Du Rhone,16.95,https://www.bestbuywinewarehouse.com/collections/all/products/kermit-lynch-cotes-d-rhone,Kermit Lynch Cotes Du Rhone,,3.7,6531.0,Terres d'Avignon Kermit Lynch Côtes du Rhône,https://www.vivino.com/US-NY/en/wines/1521733,red-wine
138,KWV Merlot,13.95,https://www.bestbuywinewarehouse.com/collections/all/products/kwv-merlot,KWV Merlot,,3.8,141.0,KWV Merlot,https://www.vivino.com/US-NY/en/wines/8125658,red-wine
139,KWV Pinotage,13.95,https://www.bestbuywinewarehouse.com/collections/all/products/kwv-pinotage,KWV Pinotage,,3.7,202.0,KWV Pinotage,https://www.vivino.com/US-NY/en/wines/159463461,red-wine
140,KWV Shiraz,13.95,https://www.bestbuywinewarehouse.com/collections/all/products/kwv-shiraz,KWV Shiraz,,3.4,247.0,KWV Shiraz,https://www.vivino.com/US-NY/en/wines/2988179,red-wine
141,La Cabotte Cotes Du Rhone,16.5,https://www.bestbuywinewarehouse.com/collections/all/products/la-cabotte-cotes-du-rhone,La Cabotte Cotes Du Rhone,,3.6,1533.0,La Cabotte Colline Côtes du Rhône Rouge,https://www.vivino.com/US-NY/en/wines/4249316,red-wine
142,La Craie Pouilly Fume 2014,21.5,https://www.bestbuywinewarehouse.com/collections/all/products/la-craie-pouilly-fume-2014,La Craie Pouilly Fume 2014,,3.8,14.0,La Craie Pouilly-Fumé 2014,https://www.vivino.com/US-NY/en/wines/31556010,red-wine
143,La Petite Lune Red Bordeaux,,https://www.bestbuywinewarehouse.com/collections/all/products/la-petite-lune-red-bordeaux,La Petite Lune Red Bordeaux,,3.6,1291.0,Clos des Lunes La Petite Lune,https://www.vivino.com/US-NY/en/wines/146142799,red-wine
144,Lavendette Rose,12.95,https://www.bestbuywinewarehouse.com/collections/all/products/lavendette-rose,Lavendette Rose,,3.8,2422.0,Lavendette Rosé,https://www.vivino.com/US-NY/en/wines/22114636,red-wine
145,Layer Cake Malbec,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/layer-cake-malbec,Layer Cake Malbec,,3.6,11418.0,Layer Cake Malbec,https://www.vivino.com/US-NY/en/wines/1475244,red-wine
146,Le Provencal Rose,14.5,https://www.bestbuywinewarehouse.com/collections/all/products/le-provencal-rose,Le Provencal Rose,,,,Cave de l'Angelus Le Provençal Rosé de Gamay,https://www.vivino.com/US-NY/en/wines/170711019,red-wine
147,Les Genevrieres Bourgogne,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/les-genevrieres-bourgogne,Les Genevrieres Bourgogne,,4.0,1328.0,Château de Villars Fontaine Les Genévrieres Bourgogne Hautes-Côtes de Nuits,https://www.vivino.com/US-NY/en/wines/3713044,red-wine
148,Les Hauts De Barville Chateauneuf Du Pape,36.0,https://www.bestbuywinewarehouse.com/collections/all/products/les-hauts-de-barville-chateauneuf-du-pape,Les Hauts De Barville Chateauneuf Du Pape,,4.0,2081.0,Brotte Châteauneuf-du-Pape Les Hauts de Barville Blanc,https://www.vivino.com/US-NY/en/wines/3630702,red-wine
149,Liberté Cabernet Sauvignon,20.95,https://www.bestbuywinewarehouse.com/collections/all/products/76,Liberté Cabernet Sauvignon,,3.6,4463.0,Familia Nueva Vineyards Liberté Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/3977649,red-wine
150,Liberty School Cabernet,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/liberty-school-cabernet,Liberty School Cabernet,,3.9,29845.0,Liberty School Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/1471238,red-wine
151,Liberty School Merlot,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/liberty-school-merlot,Liberty School Merlot,,3.7,831.0,Liberty School Merlot,https://www.vivino.com/US-NY/en/wines/4725136,red-wine
152,Lillet Red,25.0,https://www.bestbuywinewarehouse.com/collections/all/products/lillet-red,Lillet Red,,4.3,18.0,Lille Red,https://www.vivino.com/US-NY/en/wines/3327194,red-wine
153,Louis Jadot  Beaune 1er Cru,39.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-jadot-beaune-1er-cru,Louis Jadot Beaune 1er Cru,,4.0,7223.0,Louis Jadot Beaune Premier Cru,https://www.vivino.com/US-NY/en/wines/1469250,red-wine
154,Louis Jadot Gevrey-Chambertin,69.95,https://www.bestbuywinewarehouse.com/collections/all/products/jadot-gevrey-chambertin,Louis Jadot Gevrey-Chambertin,,4.0,3898.0,Louis Jadot Gevrey Chambertin,https://www.vivino.com/US-NY/en/wines/1469359,red-wine
155,Louis Jadot Givry,34.0,https://www.bestbuywinewarehouse.com/collections/all/products/louis-jadot-givry,Louis Jadot Givry,,3.7,1323.0,Louis Jadot Givry,https://www.vivino.com/US-NY/en/wines/1502010,red-wine
156,Louis Jadot Pinot Noir,28.5,https://www.bestbuywinewarehouse.com/collections/all/products/louis-jadot-pinot-noir,Louis Jadot Pinot Noir,,3.6,34380.0,Louis Jadot Bourgogne Pinot Noir,https://www.vivino.com/US-NY/en/wines/1471186,red-wine
157,Louis Latour Bourgogne Pinot Noir,27.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-latour-bourgogne-pinot-noir,Louis Latour Bourgogne Pinot Noir,,3.6,20827.0,Louis Latour Bourgogne Pinot Noir,https://www.vivino.com/US-NY/en/wines/1470344,red-wine
158,Louis Latour Gamay,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-latour-gamay,Louis Latour Gamay,,3.7,3005.0,Louis Latour Bourgogne Gamay,https://www.vivino.com/US-NY/en/wines/1938711,red-wine
159,Louis Latour Mercurey,35.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-latour-mercurey,Louis Latour Mercurey,,3.7,609.0,Louis Latour Mercurey Rouge,https://www.vivino.com/US-NY/en/wines/2587031,red-wine
160,Louis Latour Mercurey Rouge,35.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-latour-mercurey-rouge,Louis Latour Mercurey Rouge,,3.7,609.0,Louis Latour Mercurey Rouge,https://www.vivino.com/US-NY/en/wines/2587031,red-wine
161,Louis Latour Savigny les Beaune Rouge,46.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-latour-savigny-les-beaune-rouge,Louis Latour Savigny les Beaune Rouge,,3.7,377.0,Louis Latour Savigny-les-Beaune Rouge,https://www.vivino.com/US-NY/en/wines/1493053,red-wine
162,Louis Raynald Châteauneuf du Pape,35.95,https://www.bestbuywinewarehouse.com/collections/all/products/louis-raynald-chateauneuf-du-pape,Louis Raynald Châteauneuf du Pape,,3.9,2301.0,Louis Raynald Châteauneuf-du-Pape,https://www.vivino.com/US-NY/en/wines/2153396,red-wine
163,Luscious Sangria,10.95,https://www.bestbuywinewarehouse.com/collections/all/products/luscious-sangria,Luscious Sangria,,,,Luscious Sangria,https://www.vivino.com/US-NY/en/wines/5774825,red-wine
164,Luzon Verde,10.95,https://www.bestbuywinewarehouse.com/collections/all/products/luzon-verde,Luzon Verde,,3.3,1676.0,Luzon Verde,https://www.vivino.com/US-NY/en/wines/1489956,red-wine
165,Mala Vida Red Blend,10.95,https://www.bestbuywinewarehouse.com/collections/all/products/mala-vida-red-blend,Mala Vida Red Blend,,,,Vino S Vida Mezcla Red Blend,https://www.vivino.com/US-NY/en/wines/159803396,red-wine
166,Marenas Cerro Encinas Red,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/marenas-cerro-encinas-red,Marenas Cerro Encinas Red,,3.7,353.0,Marenas Cerro Encinas Tinto,https://www.vivino.com/US-NY/en/wines/4565616,red-wine
167,Margaux Private Reserve,36.0,https://www.bestbuywinewarehouse.com/collections/all/products/85,Margaux Private Reserve,,3.9,1071.0,Schröder & Schÿler Private Réserve Margaux,https://www.vivino.com/US-NY/en/wines/1598939,red-wine
168,Marques De Bel-Air,29.5,https://www.bestbuywinewarehouse.com/collections/all/products/marques-de-bel-air,Marques De Bel-Air,,3.8,154.0,Marquis de Bel Aires Brut Champagne,https://www.vivino.com/US-NY/en/wines/5950783,red-wine
169,Marques De Caceres Rioja Crianza,17.5,https://www.bestbuywinewarehouse.com/collections/all/products/marques-de-caceres-crianza,Marques De Caceres Rioja Crianza,,3.6,74056.0,Marqués de Cáceres Rioja Crianza,https://www.vivino.com/US-NY/en/wines/1514156,red-wine
170,Marques De La Musa Garnacha,11.5,https://www.bestbuywinewarehouse.com/collections/all/products/marques-de-la-musa-garnacha,Marques De La Musa Garnacha,,3.5,579.0,Marques de la Musa Garnacha,https://www.vivino.com/US-NY/en/wines/2011010,red-wine
171,Marquitos Red,10.95,https://www.bestbuywinewarehouse.com/collections/all/products/marquitos-red,Marquitos Red,,3.9,1425.0,Noble Vines Marquis Red,https://www.vivino.com/US-NY/en/wines/161787348,red-wine
172,Masciarelli Montepulciano,12.5,https://www.bestbuywinewarehouse.com/collections/all/products/masciarelli-montepulciano,Masciarelli Montepulciano,,3.7,24780.0,Masciarelli Montepulciano d'Abruzzo,https://www.vivino.com/US-NY/en/wines/1615212,red-wine
173,Mimi En Provence Rose,25.5,https://www.bestbuywinewarehouse.com/collections/all/products/mimi-en-provence-rose,Mimi En Provence Rose,,4.0,12201.0,Mi Mi en Provence Grande Réserve Rosé,https://www.vivino.com/US-NY/en/wines/17939979,red-wine
174,Montepulciano D’abruzzo,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/111-montepulciano-d-abruzzo,Montepulciano D’abruzzo,,3.8,81322.0,Cantina Zaccagnini Il Vino dal Tralcetto Montepulciano d'Abruzzo,https://www.vivino.com/US-NY/en/wines/2598569,red-wine
175,Montrose Rose,13.95,https://www.bestbuywinewarehouse.com/collections/all/products/montrose-rose,Montrose Rose,,3.7,6808.0,Domaine Montrose Rosé,https://www.vivino.com/US-NY/en/wines/4827419,red-wine
176,Morgante Nero D'avola,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/morgante-nero-davola,Morgante Nero D'avola,,3.7,7859.0,Morgante Nero d'Avola,https://www.vivino.com/US-NY/en/wines/1458387,red-wine
177,Morgon 2011,17.5,https://www.bestbuywinewarehouse.com/collections/all/products/morgon-2011,Morgon 2011,,4.0,576.0,Domaine Marcel Lapierre Morgon 2011,https://www.vivino.com/US-NY/en/wines/1328199,red-wine
178,Moss Back Central Coast Pinot Noir,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/78,Moss Back Central Coast Pinot Noir,,3.8,515.0,Mossback Pinot Noir Central Coast,https://www.vivino.com/US-NY/en/wines/5016297,red-wine
179,Mossback Cabernet Sauvignon,23.95,https://www.bestbuywinewarehouse.com/collections/all/products/mossback-cabernet-sauvignon,Mossback Cabernet Sauvignon,,3.9,1287.0,Mossback Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/2929282,red-wine
180,Mossback Russian River Valley Piont Noir,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/68,Mossback Russian River Valley Piont Noir,,3.8,977.0,Mossback Pinot Noir Russian River Valley,https://www.vivino.com/US-NY/en/wines/1676342,red-wine
181,Nero D’AVOLA Terre Siciliane,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/copy-of-donna-d-sauvignon-blanc,Nero D’AVOLA Terre Siciliane,,3.4,8727.0,Tenuta Rapitalà Nero d'Avola Terre Siciliane,https://www.vivino.com/US-NY/en/wines/3920973,red-wine
182,Nico- Montepulciano D’abruzzo,15.95,https://www.bestbuywinewarehouse.com/collections/all/products/nico-montepulciano-d-abruzzo,Nico- Montepulciano D’abruzzo,,3.5,120.0,Venea Nico Montepulciano d'Abruzzo,https://www.vivino.com/US-NY/en/wines/161127020,red-wine
183,North Fork Merlot,16.95,https://www.bestbuywinewarehouse.com/collections/all/products/copy-of-bandit-merlot,North Fork Merlot,,,,North Fork Merlot,https://www.vivino.com/US-NY/en/wines/15557217,red-wine
184,Oliver Cyrot Buthain Bourgogne,20.95,https://www.bestbuywinewarehouse.com/collections/all/products/oliver-cyrot-buthain-bourgogne,Oliver Cyrot Buthain Bourgogne,,3.7,28.0,Olivier Cyrot Bourgogne Pinot Noir,https://www.vivino.com/US-NY/en/wines/21863556,red-wine
185,Osborne Fine Ruby,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/osborne-fine-ruby,Osborne Fine Ruby,,3.6,1198.0,Osborne Porto Fine Ruby,https://www.vivino.com/US-NY/en/wines/3719165,red-wine
186,Osborne Fine Tawny,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/osborne-fine-tawny,Osborne Fine Tawny,,3.7,1196.0,Osborne Fine Tawny Porto,https://www.vivino.com/US-NY/en/wines/1705979,red-wine
187,Osborne Sherry Cream,16.22,https://www.bestbuywinewarehouse.com/collections/all/products/osborne-sherry-cream,Osborne Sherry Cream,,3.9,460.0,Osborne Cream Sherry,https://www.vivino.com/US-NY/en/wines/3418099,red-wine
188,Osborne Sherry Medium,16.25,https://www.bestbuywinewarehouse.com/collections/all/products/osborne-sherry-medium,Osborne Sherry Medium,,3.4,399.0,Osborne Sherry Medium Golden,https://www.vivino.com/US-NY/en/wines/3085007,red-wine
189,Oyster Bay Merlot,16.95,https://www.bestbuywinewarehouse.com/collections/all/products/oyster-bay-merlot,Oyster Bay Merlot,,3.6,7698.0,Oyster Bay Merlot,https://www.vivino.com/US-NY/en/wines/2176151,red-wine
190,Oyster Bay Pinot Noir,16.65,https://www.bestbuywinewarehouse.com/collections/all/products/oyster-bay-pinot-noir,Oyster Bay Pinot Noir,,3.5,15249.0,Oyster Bay Pinot Noir,https://www.vivino.com/US-NY/en/wines/1858839,red-wine
191,Pacific Point (Pinot Noir),15.95,https://www.bestbuywinewarehouse.com/collections/all/products/copy-of-resling,Pacific Point (Pinot Noir),,4.0,4777.0,Dog Point Pinot Noir,https://www.vivino.com/US-NY/en/wines/4506553,red-wine
192,Palazzo della Torre Allegrini,23.95,https://www.bestbuywinewarehouse.com/collections/all/products/palazzo-della-torre-allegrini,Palazzo della Torre Allegrini,,4.0,54799.0,Allegrini Palazzo della Torre,https://www.vivino.com/US-NY/en/wines/1498054,red-wine
193,Palestra Douro,9.95,https://www.bestbuywinewarehouse.com/collections/all/products/palestra-douro,Palestra Douro,,,,Vinha da Palestra Douro Tinto,https://www.vivino.com/US-NY/en/wines/156648079,red-wine
194,Palmer Cabernet Sauvignon,23.08,https://www.bestbuywinewarehouse.com/collections/all/products/palmer-cabernet-sauvignon,Palmer Cabernet Sauvignon,,3.6,439.0,Arnold Palmer Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/3641370,red-wine
195,Pavillon de la Rotonde Red Bordeaux,24.5,https://www.bestbuywinewarehouse.com/collections/all/products/pavillon-de-la-rotonde-red-bordeaux,Pavillon de la Rotonde Red Bordeaux,,,,Pavillon de la Rotonde Bordeaux,https://www.vivino.com/US-NY/en/wines/150744548,red-wine
196,Peter Vella Burgundy,20.0,https://www.bestbuywinewarehouse.com/collections/all/products/peter-vella-burgundy,Peter Vella Burgundy,,3.1,41.0,Peter Vella Burgundy,https://www.vivino.com/US-NY/en/wines/59609694,red-wine
197,Peter Vella white zinfandel,20.0,https://www.bestbuywinewarehouse.com/collections/all/products/peter-vella-white-zinfandel,Peter Vella white zinfandel,,3.5,70.0,Peter Vella White Zinfandel,https://www.vivino.com/US-NY/en/wines/2323696,red-wine
198,Phantom Red Blend,23.95,https://www.bestbuywinewarehouse.com/collections/all/products/75,Phantom Red Blend,,3.9,922.0,Gemtree The Phantom Red Blend,https://www.vivino.com/US-NY/en/wines/9449943,red-wine
199,Piccolino Vino Rosso,15.5,https://www.bestbuywinewarehouse.com/collections/all/products/piccolino-vino-rosso,Piccolino Vino Rosso,,3.5,13.0,La Campore Vino Rosso Affinato In Piccoli Fusti Di Rovere,https://www.vivino.com/US-NY/en/wines/110609679,red-wine
200,Pino Pinot Noir,19.5,https://www.bestbuywinewarehouse.com/collections/all/products/pino-pinot-noir,Pino Pinot Noir,,3.7,353.0,Pino Pinot Noir,https://www.vivino.com/US-NY/en/wines/59762922,red-wine
201,Pinotage,13.95,https://www.bestbuywinewarehouse.com/collections/all/products/pinotage,Pinotage,,4.1,47583.0,Barista Pinotage,https://www.vivino.com/US-NY/en/wines/1481558,red-wine
202,Polkura Malbec,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/polkura-malbec,Polkura Malbec,,4.1,872.0,Polkura Malbec,https://www.vivino.com/US-NY/en/wines/5470302,red-wine
203,Polkura Syrah,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/polkura-syrah,Polkura Syrah,,4.0,4671.0,Polkura Syrah,https://www.vivino.com/US-NY/en/wines/1525117,red-wine
204,Porca de murça,10.95,https://www.bestbuywinewarehouse.com/collections/all/products/69,Porca de murça,,3.4,48458.0,Porca de Murca Tinto,https://www.vivino.com/US-NY/en/wines/1510885,red-wine
205,Porto Cruz Ruby,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/porto-cruz-ruby,Porto Cruz Ruby,,3.7,914.0,Porto Cruz Ruby Port,https://www.vivino.com/US-NY/en/wines/2902277,red-wine
206,Porto Cruz Tawny,19.95,https://www.bestbuywinewarehouse.com/collections/all/products/porto-cruz-tawny,Porto Cruz Tawny,,3.7,4535.0,Porto Cruz Tawny Port,https://www.vivino.com/US-NY/en/wines/2353432,red-wine
207,Postales Cabernet S,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/postales-cabernet-s,Postales Cabernet S,,3.4,4119.0,Bodega del Fin del Mundo Postales Cabernet Sauvignon - Malbec,https://www.vivino.com/US-NY/en/wines/1545137,red-wine
208,Presidential Ruby Port,17.5,https://www.bestbuywinewarehouse.com/collections/all/products/presidential-ruby-port,Presidential Ruby Port,,3.5,392.0,C. da Silva Presidential Ruby Porto,https://www.vivino.com/US-NY/en/wines/1806834,red-wine
209,Presidential Tawny Port,17.5,https://www.bestbuywinewarehouse.com/collections/all/products/presidential-tawny-port,Presidential Tawny Port,,3.8,548.0,C. da Silva Presidential Tawny Porto,https://www.vivino.com/US-NY/en/wines/3863641,red-wine
210,Primarius Pinot Noir,27.5,https://www.bestbuywinewarehouse.com/collections/all/products/71,Primarius Pinot Noir,,3.7,7019.0,Primarius Pinot Noir,https://www.vivino.com/US-NY/en/wines/2483627,red-wine
211,Primarus Pinot Noir,27.5,https://www.bestbuywinewarehouse.com/collections/all/products/primarus-pinot-noir,Primarus Pinot Noir,,3.7,7019.0,Primarius Pinot Noir,https://www.vivino.com/US-NY/en/wines/2483627,red-wine
212,Primitivo,16.5,https://www.bestbuywinewarehouse.com/collections/all/products/copy-of-nico-montepulciano-d-abruzzo,Primitivo,,4.5,85171.0,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria,https://www.vivino.com/US-NY/en/wines/1504641,red-wine
213,Principe Di Corleone,12.95,https://www.bestbuywinewarehouse.com/collections/all/products/67,Principe Di Corleone,,3.6,642.0,Principe di Corleone Nero d'Avola,https://www.vivino.com/US-NY/en/wines/1540677,red-wine
214,Quinta Aciprestes Reserva,23.95,https://www.bestbuywinewarehouse.com/collections/all/products/93,Quinta Aciprestes Reserva,,4.0,5162.0,Quinta dos Aciprestes Reserva Tinto,https://www.vivino.com/US-NY/en/wines/1540477,red-wine
215,Raiza Rioja,18.95,https://www.bestbuywinewarehouse.com/collections/all/products/77,Raiza Rioja,,3.8,2078.0,Raiza Reserva,https://www.vivino.com/US-NY/en/wines/1616560,red-wine
216,Rascal Pinot Noir,15.95,https://www.bestbuywinewarehouse.com/collections/all/products/copy-of-aichenberg-veltliner-premuim,Rascal Pinot Noir,,3.4,5102.0,Rascal Pinot Noir,https://www.vivino.com/US-NY/en/wines/1782697,red-wine
217,Ray's Station Mendo Cino Merlot,17.95,https://www.bestbuywinewarehouse.com/collections/all/products/rays-station-mendo-cino-merlot,Ray's Station Mendo Cino Merlot,,3.7,220.0,Ray's Station Merlot,https://www.vivino.com/US-NY/en/wines/10020149,red-wine
218,Red Diamond Chardonnay,11.95,https://www.bestbuywinewarehouse.com/collections/all/products/red-diamond-chardonnay,Red Diamond Chardonnay,,3.6,1082.0,Red Diamond Chardonnay,https://www.vivino.com/US-NY/en/wines/1540291,red-wine
219,Riunite Lambrusco,7.95,https://www.bestbuywinewarehouse.com/collections/all/products/riunite-lambrusco,Riunite Lambrusco,,3.8,20273.0,Riunite Lambrusco Emilia,https://www.vivino.com/US-NY/en/wines/1470454,red-wine
220,Roco Pinot Noir,22.95,https://www.bestbuywinewarehouse.com/collections/all/products/roco-pinot-noir,Roco Pinot Noir,,4.1,96.0,Roco Pinot Noir,https://www.vivino.com/US-NY/en/wines/5221050,red-wine
221,Roscato Rosso Dolce,15.95,https://www.bestbuywinewarehouse.com/collections/all/products/roscato-rosso-dolce,Roscato Rosso Dolce,,4.2,15910.0,Roscato Rosso Dolce – Sweet Red,https://www.vivino.com/US-NY/en/wines/2657139,red-wine
