,title,url,price,vintage,search_name,vivino_score,num_reviews,vivino_name,vivino_link,wine_type
112,Venta Morales Tempranillo,https://shop.heinzcatering.berkeleybowl.com/product/85389100200,8.79,,Venta Morales Tempranillo,3.4,2846.0,Venta Morales Tempranillo,https://www.vivino.com/US-NY/en/wines/1469955,spanish_portuguese_wine
113,Bodegas Volver Single Vineyard Tempranillo 2018,https://shop.heinzcatering.berkeleybowl.com/product/81945100390,18.69,,Volver Single Tempranillo,3.9,13893.0,Volver Single Vineyard Tempranillo,https://www.vivino.com/US-NY/en/wines/1540039,spanish_portuguese_wine
114,"Bojo do Luar, Brut Pét-Nat Luiza Rosé",https://shop.heinzcatering.berkeleybowl.com/product/383003858200,24.19,,"Bojo do Luar, Brut Pét-Nat Luiza Rosé",4.4,11.0,Bojo do Luar Luiza,https://www.vivino.com/US-NY/en/wines/171628734,spanish_portuguese_wine
115,Produttori de Barbaresco DOCG,https://shop.heinzcatering.berkeleybowl.com/product/66552900004,51.69,,Produttori de Barbaresco DOCG,3.7,278.0,Tra Produttori Barbaresco,https://www.vivino.com/US-NY/en/wines/5079749,italian_wine
116,Produttori del Barbaresco Langhe Nebbiolo,https://shop.heinzcatering.berkeleybowl.com/product/66552900502,28.59,,Produttori del Barbaresco Langhe Nebbiolo,3.8,16789.0,Produttori del Barbaresco Nebbiolo Langhe,https://www.vivino.com/US-NY/en/wines/1663878,italian_wine
117,Scaia Corvina 2017,https://shop.heinzcatering.berkeleybowl.com/product/83284182140,14.29,,Scaia Corvina,3.8,22834.0,Tenuta Sant'Antonio Scaia Rosso (Corvina),https://www.vivino.com/US-NY/en/wines/2291669,italian_wine
118,Terre Nere Etna Rosso,https://shop.heinzcatering.berkeleybowl.com/product/803318205344,27.49,,Terre Nere Etna Rosso,3.9,15350.0,Tenuta delle Terre Nere Etna Rosso,https://www.vivino.com/US-NY/en/wines/1710231,italian_wine
119,Casa Marrone Pinot Grigio,https://shop.heinzcatering.berkeleybowl.com/product/800886305974,14.29,,Casa Marrone Pinot Grigio,3.8,35.0,Casa Marrone Pinot Grigio,https://www.vivino.com/US-NY/en/wines/161295637,italian_wine
120,Collefrisio Montepulciana d'Abruzzo,https://shop.heinzcatering.berkeleybowl.com/product/803338986054,12.09,,Collefrisio Montepulciana d'Abruzzo,3.8,2065.0,Collefrisio Montepulciano d'Abruzzo,https://www.vivino.com/US-NY/en/wines/2864881,italian_wine
121,Cantina Zaccagnini Montepulciano D'Abruzzo,https://shop.heinzcatering.berkeleybowl.com/product/8947550101,20.89,,Cantina Zaccagnini Montepulciano D'Abruzzo,3.9,35.0,Cantina Zaccagnini Montepulciano d'Abruzzo,https://www.vivino.com/US-NY/en/wines/164319039,italian_wine
122,Zaccagnini Pinot Grigio 2018,https://shop.heinzcatering.berkeleybowl.com/product/8947550119,19.79,,Zaccagnini Pinot Grigio,4.0,7033.0,Cantina Zaccagnini Pinot Grigio (Tralcetto),https://www.vivino.com/US-NY/en/wines/1504215,italian_wine
123,Villa Pozzi Nero D'Avola,https://shop.heinzcatering.berkeleybowl.com/product/3125902702,10.99,,Villa Pozzi Nero D'Avola,3.6,3973.0,Villa Pozzi Nero d'Avola,https://www.vivino.com/US-NY/en/wines/3662130,italian_wine
124,Vietti Barbera d'Asti Tre Vigne 2017,https://shop.heinzcatering.berkeleybowl.com/product/74878950001,20.89,,Vietti Barbera d'Asti Tre Vigne,3.9,10754.0,Vietti Barbera d'Asti Tre Vigne,https://www.vivino.com/US-NY/en/wines/1984755,italian_wine
125,Riff Pinot Grigio,https://shop.heinzcatering.berkeleybowl.com/product/60928644960,12.09,,Riff Pinot Grigio,3.5,5876.0,Riff Pinot Grigio,https://www.vivino.com/US-NY/en/wines/87641070,italian_wine
126,Chateau De Bligny Brut Champagne,https://shop.heinzcatering.berkeleybowl.com/product/89236300047,36.29,,Chateau De Bligny Brut Champagne,4.0,1754.0,Château de Bligny Grande Réserve Brut Champagne,https://www.vivino.com/US-NY/en/wines/1647784,french_wine
127,Colline Fossiles Chardonnay,https://shop.heinzcatering.berkeleybowl.com/product/376003147456,16.49,,Colline Fossiles Chardonnay,3.9,128.0,La Colline Aux Fossiles Chardonnay,https://www.vivino.com/US-NY/en/wines/169082385,french_wine
128,Le Petiot Sauvignon,https://shop.heinzcatering.berkeleybowl.com/product/376013744010,16.49,,Le Petiot Sauvignon,4.3,123.0,Jean Paul Seguin Le Petit Sauvignon Blanc,https://www.vivino.com/US-NY/en/wines/158726581,french_wine
129,Chateau La Grande Clotte Rouge,https://shop.heinzcatering.berkeleybowl.com/product/377000038512,16.49,,Chateau La Grande Clotte Rouge,3.8,3114.0,Château La Grande Clotte Lussac-Saint-Émilion,https://www.vivino.com/US-NY/en/wines/4829439,french_wine
130,Jean-Marc Brocard Chablis Sainte Claire,https://shop.heinzcatering.berkeleybowl.com/product/343680410041,28.59,,Jean-Marc Brocard Chablis Sainte Claire,3.9,6160.0,Jean-Marc Brocard Chablis Sainte Claire Vieilles Vignes,https://www.vivino.com/US-NY/en/wines/2100041,french_wine
131,Domaine Collette Beaujolais-Villages,https://shop.heinzcatering.berkeleybowl.com/product/20000047,15.39,,Domaine Collette Beaujolais-Villages,3.8,682.0,Domaine de Colette Beaujolais-Villages Rouge,https://www.vivino.com/US-NY/en/wines/3722360,french_wine
132,Gustave Lorentz Pinot Blanc Reserve 2017,https://shop.heinzcatering.berkeleybowl.com/product/89918800144,16.49,,Gustave Lorentz Pinot Blanc Reserve,3.7,967.0,Gustave Lorentz Pinot Blanc Alsace Réserve,https://www.vivino.com/US-NY/en/wines/2202171,french_wine
133,Andre Brunel Chateauneuf-Du-Pape 2016,https://shop.heinzcatering.berkeleybowl.com/product/37600461005,52.79,,Andre Brunel Chateauneuf-Du-Pape,4.2,184.0,André Brunel Châteauneuf-du-Pape,https://www.vivino.com/US-NY/en/wines/11383003,french_wine
134,Henri Perrusset Macon Farges Selection Vielles Vignes,https://shop.heinzcatering.berkeleybowl.com/product/76150352154,26.39,,Henri Perrusset Macon Farges Selection Vielles Vignes,3.9,284.0,Henri Perrusset Selection Vieilles Vignes Mâcon Farges,https://www.vivino.com/US-NY/en/wines/4854673,french_wine
135,Borsao Garnacha Monte Oton 2018,https://shop.heinzcatering.berkeleybowl.com/product/76315912029,10.99,,Borsao Garnacha Monte Oton,3.5,2205.0,Borsao Bodegas Monte Oton Garnacha,https://www.vivino.com/US-NY/en/wines/1510289,french_wine
136,Dr. Loosen Riesling Dr. L 2018,https://shop.heinzcatering.berkeleybowl.com/product/18310300001,13.19,,Dr. Loosen Riesling Dr. L,4.0,5873.0,Dr. Loosen Riesling Kabinett Blue Slate,https://www.vivino.com/US-NY/en/wines/4843233,german_austrian_wine
137,Clean Slate Riesling,https://shop.heinzcatering.berkeleybowl.com/product/75062565301,13.19,,Clean Slate Riesling,3.8,7507.0,Clean Slate Riesling,https://www.vivino.com/US-NY/en/wines/1717214,german_austrian_wine
138,Dr. Loosen Riesling Dry Wine,https://shop.heinzcatering.berkeleybowl.com/product/81040402013,13.19,,Dr. Loosen Riesling Dry,3.9,518.0,Dr. Loosen Riesling Dry Bernkasteler Lay,https://www.vivino.com/US-NY/en/wines/4910327,german_austrian_wine
139,Nautilus Sauvignon Blanc,https://shop.heinzcatering.berkeleybowl.com/product/8920891017,18.69,,Nautilus Sauvignon Blanc,3.9,5868.0,Nautilus Sauvignon Blanc,https://www.vivino.com/US-NY/en/wines/1780341,southern_hemisphere_wine
140,Simonsig Chenin Blanc 2019,https://shop.heinzcatering.berkeleybowl.com/product/74259810300,13.19,,Simonsig Chenin Blanc,3.7,7525.0,Simonsig Chenin Blanc,https://www.vivino.com/US-NY/en/wines/1507141,southern_hemisphere_wine
141,Escudo Rojo Reserva Chardonnay,https://shop.heinzcatering.berkeleybowl.com/product/81248500058,16.49,,Escudo Rojo Reserva Chardonnay,3.6,4310.0,Escudo Rojo Chardonnay Reserva,https://www.vivino.com/US-NY/en/wines/2588478,southern_hemisphere_wine
142,Garzon Tannat Reserve 2019,https://shop.heinzcatering.berkeleybowl.com/product/773095108028,19.79,,Garzon Tannat Reserve,4.0,47660.0,Bodega Garzón Reserva Tannat,https://www.vivino.com/US-NY/en/wines/2123175,southern_hemisphere_wine
143,Garzon Cabernet Franc Reserve 2017,https://shop.heinzcatering.berkeleybowl.com/product/773095108133,19.79,,Garzon Cabernet Franc Reserve,3.9,2066.0,Barboursville Cabernet Franc Reserve,https://www.vivino.com/US-NY/en/wines/1934527,southern_hemisphere_wine
144,Mulderbosch Cabernet Sauvignon Rose,https://shop.heinzcatering.berkeleybowl.com/product/600980356403,10.99,,Mulderbosch Cabernet Sauvignon Rose,3.6,6890.0,Mulderbosch Cabernet Sauvignon Rosé,https://www.vivino.com/US-NY/en/wines/1519433,southern_hemisphere_wine
145,Reyneke Vinehugger White,https://shop.heinzcatering.berkeleybowl.com/product/8941900382,15.49,,Reyneke Vinehugger White,3.7,49.0,Reyneke Vinehugger White,https://www.vivino.com/US-NY/en/wines/162804690,southern_hemisphere_wine
146,Reyneke Vinehugger Red,https://shop.heinzcatering.berkeleybowl.com/product/8941900383,16.49,,Reyneke Vinehugger Red,3.4,191.0,Reyneke Vinehugger Organic Red,https://www.vivino.com/US-NY/en/wines/159358453,southern_hemisphere_wine
147,Stark-Conde Cabernet Sauvignon,https://shop.heinzcatering.berkeleybowl.com/product/8941914600,26.39,,Stark-Conde Cabernet Sauvignon,3.8,2814.0,Stark-Condé Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/4798625,southern_hemisphere_wine
148,Man Vintners Pinotage,https://shop.heinzcatering.berkeleybowl.com/product/8941916303,10.99,,Man Vintners Pinotage,3.6,6206.0,MAN Pinotage (Bosstok),https://www.vivino.com/US-NY/en/wines/3094219,southern_hemisphere_wine
149,Southern Right Sauvignon Blanc,https://shop.heinzcatering.berkeleybowl.com/product/8941918202,17.59,,Southern Right Sauvignon Blanc,3.9,4827.0,Southern Right Sauvignon Blanc,https://www.vivino.com/US-NY/en/wines/4344991,southern_hemisphere_wine
150,Alma Negra Brut Nature,https://shop.heinzcatering.berkeleybowl.com/product/8941927713,21.99,,Alma Negra Brut Nature,3.9,1617.0,Alma Negra Brut Nature (Rosé),https://www.vivino.com/US-NY/en/wines/3990080,southern_hemisphere_wine
151,Crios Torrontes 2018,https://shop.heinzcatering.berkeleybowl.com/product/85849700506,13.19,,Crios Torrontes,3.7,14386.0,Crios Torrontes,https://www.vivino.com/US-NY/en/wines/1472036,southern_hemisphere_wine
152,La Posta Pizzella Malbec Mendoza Argentina 2013,https://shop.heinzcatering.berkeleybowl.com/product/83560300131,16.49,,La Posta Pizzella Malbec Mendoza Argentina,3.9,16986.0,La Posta Pizzella Malbec (Pizzella Family Vineyard),https://www.vivino.com/US-NY/en/wines/1568160,southern_hemisphere_wine
153,Kumusha Cinsault Rose,https://shop.heinzcatering.berkeleybowl.com/product/600960960076,17.59,,Kumusha Cinsault Rose,4.0,55.0,Kumusha Cinsault Rosé,https://www.vivino.com/US-NY/en/wines/169164453,southern_hemisphere_wine
154,Jules Taylor Wines Sauvignon Blanc,https://shop.heinzcatering.berkeleybowl.com/product/85680300204,23.09,,Jules Taylor Wines Sauvignon Blanc,4.0,4248.0,Jules Taylor Sauvignon Blanc,https://www.vivino.com/US-NY/en/wines/3082976,southern_hemisphere_wine
155,The Better Half Sauvignon Blanc,https://shop.heinzcatering.berkeleybowl.com/product/85680300301,16.49,,The Better Half Sauvignon Blanc,4.0,1173.0,The Better Half Sauvignon Blanc,https://www.vivino.com/US-NY/en/wines/4790082,southern_hemisphere_wine
156,Kumusha Sauvignon Blanc,https://shop.heinzcatering.berkeleybowl.com/product/600960960071,17.59,,Kumusha Sauvignon Blanc,4.0,347.0,Kumusha Sauvignon Blanc,https://www.vivino.com/US-NY/en/wines/159869492,southern_hemisphere_wine
157,Santa Julia El Burro Malbec,https://shop.heinzcatering.berkeleybowl.com/product/8983292179,18.69,,Santa Julia El Burro Malbec,3.5,647.0,Santa Julia El Burro Malbec Natural,https://www.vivino.com/US-NY/en/wines/166102211,southern_hemisphere_wine
158,Ridgeback The Lion Hound Cabernet Sauvignon,https://shop.heinzcatering.berkeleybowl.com/product/600967070075,17.59,,Ridgeback The Lion Hound Cabernet Sauvignon,3.6,205.0,Ridgeback The Lion Hound Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/95768832,southern_hemisphere_wine
159,Catena Cabernet Sauvignon,https://shop.heinzcatering.berkeleybowl.com/product/9870908850,21.99,,Catena Cabernet Sauvignon,3.9,31462.0,Catena Cabernet Sauvignon,https://www.vivino.com/US-NY/en/wines/1523519,southern_hemisphere_wine
160,Bodega Catena Zapata Malbec High Mountain Vines 2018,https://shop.heinzcatering.berkeleybowl.com/product/9870908858,21.99,,Catena Zapata Malbec High Mountain Vines,4.4,26.0,Catena Zapata Familia Malbec Camp Catena Jen's Blend High Altitude Blending Session Malbec,https://www.vivino.com/US-NY/en/wines/165029475,southern_hemisphere_wine
161,Viu Manent Malbec,https://shop.heinzcatering.berkeleybowl.com/product/61708694509,7.69,,Viu Manent Malbec,3.4,91.0,Viu Manent Malbec Rosé,https://www.vivino.com/US-NY/en/wines/144861591,southern_hemisphere_wine
162,D.V. Catena Tinto Historico Red Blend 2018,https://shop.heinzcatering.berkeleybowl.com/product/9870909985,21.99,,D.V. Catena Tinto Historico Red Blend,3.9,3699.0,D.V. Catena Historico Red Blend,https://www.vivino.com/US-NY/en/wines/146117496,southern_hemisphere_wine
163,Thee & Thou Albarino,https://shop.heinzcatering.berkeleybowl.com/product/60000095,21.99,,Thee & Thou Albarino,3.8,40.0,Thee and Thou Albariño,https://www.vivino.com/US-NY/en/wines/154881118,natural_wine
164,Thee & Thou GLHF,https://shop.heinzcatering.berkeleybowl.com/product/60000096,19.79,,Thee & Thou GLHF,4.0,137.0,Thee and Thou Glhf,https://www.vivino.com/US-NY/en/wines/163762383,natural_wine
165,Bichi Listan Tecate,https://shop.heinzcatering.berkeleybowl.com/product/600000249,27.49,,Bichi Listan Tecate,3.8,361.0,Bichi Listan,https://www.vivino.com/US-NY/en/wines/155091826,natural_wine
166,Bichi La Santa,https://shop.heinzcatering.berkeleybowl.com/product/600000250,27.49,,Bichi La Santa,3.7,228.0,Bichi La Santa,https://www.vivino.com/US-NY/en/wines/145355125,natural_wine
167,Martha Stoumen Post Flirtation Red,https://shop.heinzcatering.berkeleybowl.com/product/74512580401,32.99,,Martha Stoumen Post Flirtation Red,4.2,1994.0,Martha Stoumen Post Flirtation Red,https://www.vivino.com/US-NY/en/wines/152846414,natural_wine
168,Martha Stoumen Post Flirtation Rose,https://shop.heinzcatering.berkeleybowl.com/product/76446095960,32.99,,Martha Stoumen Post Flirtation Rose,4.3,88.0,Martha Stoumen Post Flirtation Rosé,https://www.vivino.com/US-NY/en/wines/161779988,natural_wine
169,Broc Love White,https://shop.heinzcatering.berkeleybowl.com/product/70068604612,24.19,,Broc Love White,3.8,768.0,Broc Cellars Love White,https://www.vivino.com/US-NY/en/wines/4877308,natural_wine
170,Swick The Flood Orange Wine,https://shop.heinzcatering.berkeleybowl.com/product/60000289,27.49,,Swick The Flood Orange,4.2,63.0,Swick Wines The Flood,https://www.vivino.com/US-NY/en/wines/171359383,natural_wine
171,Broc Love Red,https://shop.heinzcatering.berkeleybowl.com/product/70068604620,25.29,,Broc Love Red,4.0,2984.0,Broc Cellars Love Red,https://www.vivino.com/US-NY/en/wines/32480566,natural_wine
172,Es Okay Red Blend,https://shop.heinzcatering.berkeleybowl.com/product/5096775828,23.09,,Es Okay Red Blend,3.9,362.0,Rootdown Es Okay Portuguese Red Blend,https://www.vivino.com/US-NY/en/wines/161266210,natural_wine
173,Las Jaras Glou Glou,https://shop.heinzcatering.berkeleybowl.com/product/600000026,31.89,,Las Jaras Glou Glou,4.3,2076.0,Las Jaras Wines Glou Glou,https://www.vivino.com/US-NY/en/wines/157155166,natural_wine
174,Donkey & Goat Gadabout,https://shop.heinzcatering.berkeleybowl.com/product/85707100604,25.29,,Donkey & Goat Gadabout,4.0,807.0,Donkey & Goat The Gadabout,https://www.vivino.com/US-NY/en/wines/147415277,natural_wine
175,Donkey & Goat 'The Gallivanter',https://shop.heinzcatering.berkeleybowl.com/product/85707100612,25.29,,Donkey & Goat 'The Gallivanter',3.9,878.0,Donkey & Goat The Gallivanter Red Blend,https://www.vivino.com/US-NY/en/wines/141152648,natural_wine
176,Fonseca Port Late Bottled Vintage 2014,https://shop.heinzcatering.berkeleybowl.com/product/8469231074,26.39,,Fonseca Port Late Bottled Vintage,4.2,37.0,Fonseca Late Bottled Vintage Port,https://www.vivino.com/US-NY/en/wines/160310782,dessert_wine
177,Warre's Otima 10 Year Old Port,https://shop.heinzcatering.berkeleybowl.com/product/8941900316,27.49,,Warre's Otima 10 Year Old Port,4.0,6210.0,Warre's Otima 10 Year Old Tawny Port,https://www.vivino.com/US-NY/en/wines/1497541,dessert_wine
178,Lillet Aperitif Blanc,https://shop.heinzcatering.berkeleybowl.com/product/8366486628,24.79,,Lillet Aperitif Blanc,4.1,1016.0,Lillet Blanc,https://www.vivino.com/US-NY/en/wines/164942789,dessert_wine
179,Lillet Apertif Rose,https://shop.heinzcatering.berkeleybowl.com/product/8366487258,24.79,,Lillet Apertif Rose,3.9,1907.0,Lillet Rosé,https://www.vivino.com/US-NY/en/wines/1590767,dessert_wine
180,Carpano Antica Vermouth 375 Ml,https://shop.heinzcatering.berkeleybowl.com/product/89856300250,21.99,,Carpano Antica Vermouth 375 Ml,4.5,2304.0,Carpano Antica Formula Vermouth,https://www.vivino.com/US-NY/en/wines/1615942,dessert_wine
181,G.D. Vajra Langhe Nebbiolo 2018,https://shop.heinzcatering.berkeleybowl.com/product/69579811212,30.79,,G.D. Vajra Langhe Nebbiolo,3.9,12481.0,G.D. Vajra Langhe Nebbiolo,https://www.vivino.com/US-NY/en/wines/1624942,dessert_wine
182,Vya Sweet Vermouth,https://shop.heinzcatering.berkeleybowl.com/product/1302200022,24.19,,Vya Sweet Vermouth,,,Quady Vya Vermouth Sweet,https://www.vivino.com/US-NY/en/wines/166941472,dessert_wine
183,Carpano Antica Formula 1 Liter,https://shop.heinzcatering.berkeleybowl.com/product/8410534100,48.39,,Carpano Antica Formula 1 Liter,4.5,2304.0,Carpano Antica Formula Vermouth,https://www.vivino.com/US-NY/en/wines/1615942,dessert_wine
184,Hartley & Gibson Amontillado Medium Sherry,https://shop.heinzcatering.berkeleybowl.com/product/8722400210,15.39,,Hartley & Gibson Amontillado Medium Sherry,3.3,101.0,Hartley & Gibson's Amontillado Sherry,https://www.vivino.com/US-NY/en/wines/1517252,dessert_wine
185,Hartley & Gibson Sherry Fino Very Dry Sherry,https://shop.heinzcatering.berkeleybowl.com/product/8722400220,19.79,,Hartley & Gibson Sherry Fino Very Dry Sherry,2.8,101.0,Hartley & Gibson's Very Dry Fino Sherry,https://www.vivino.com/US-NY/en/wines/2897164,dessert_wine
